Transaction ID,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Year,Month,Day
419,CUST419,Female,44,Clothing,3,30,90,2023,May,Monday
420,CUST420,Female,22,Clothing,4,500,2000,2023,January,Monday
421,CUST421,Female,37,Clothing,3,500,1500,2023,January,Monday
422,CUST422,Female,28,Clothing,3,30,90,2023,June,Tuesday
423,CUST423,Female,27,Clothing,1,25,25,2023,March,Wednesday
424,CUST424,Male,57,Beauty,4,300,1200,2023,November,Thursday
425,CUST425,Female,55,Electronics,4,30,120,2023,May,Monday
426,CUST426,Male,23,Electronics,3,50,150,2023,March,Friday
427,CUST427,Male,25,Electronics,1,25,25,2023,August,Tuesday
428,CUST428,Female,40,Electronics,4,50,200,2023,October,Tuesday
429,CUST429,Male,64,Electronics,2,25,50,2023,December,Thursday
430,CUST430,Female,43,Electronics,3,300,900,2023,August,Monday
431,CUST431,Male,63,Electronics,4,300,1200,2023,October,Sunday
432,CUST432,Female,60,Electronics,2,500,1000,2023,January,Thursday
433,CUST433,Male,29,Beauty,4,50,200,2023,February,Monday
434,CUST434,Female,43,Electronics,2,25,50,2023,February,Wednesday
435,CUST435,Female,30,Beauty,3,300,900,2023,December,Wednesday
436,CUST436,Female,57,Clothing,4,30,120,2023,March,Saturday
437,CUST437,Female,35,Electronics,4,300,1200,2023,October,Saturday
438,CUST438,Female,42,Clothing,1,30,30,2023,January,Thursday
439,CUST439,Male,50,Clothing,3,25,75,2023,July,Sunday
440,CUST440,Male,64,Clothing,2,300,600,2023,October,Thursday
441,CUST441,Male,57,Beauty,4,300,1200,2023,October,Tuesday
442,CUST442,Female,60,Clothing,4,25,100,2023,March,Friday
443,CUST443,Male,29,Clothing,2,300,600,2023,August,Wednesday
444,CUST444,Female,61,Clothing,3,30,90,2023,March,Tuesday
445,CUST445,Female,53,Electronics,1,300,300,2023,January,Sunday
446,CUST446,Male,21,Electronics,1,50,50,2023,June,Wednesday
447,CUST447,Male,22,Beauty,4,500,2000,2023,July,Thursday
448,CUST448,Female,54,Beauty,2,30,60,2023,January,Saturday
449,CUST449,Male,25,Electronics,4,50,200,2023,July,Monday
450,CUST450,Female,59,Beauty,2,25,50,2023,April,Tuesday
451,CUST451,Female,45,Electronics,1,30,30,2023,December,Saturday
452,CUST452,Female,48,Clothing,3,500,1500,2023,May,Monday
453,CUST453,Female,26,Clothing,2,500,1000,2023,December,Friday
454,CUST454,Female,46,Beauty,1,25,25,2023,February,Wednesday
455,CUST455,Male,31,Electronics,4,25,100,2023,July,Saturday
456,CUST456,Male,57,Electronics,2,30,60,2023,October,Saturday
457,CUST457,Female,58,Beauty,3,300,900,2023,July,Friday
458,CUST458,Female,39,Electronics,4,25,100,2023,November,Tuesday
459,CUST459,Male,28,Clothing,4,300,1200,2023,March,Tuesday
460,CUST460,Male,40,Beauty,1,50,50,2023,May,Tuesday
461,CUST461,Female,18,Beauty,2,500,1000,2023,March,Saturday
462,CUST462,Male,63,Electronics,4,300,1200,2023,April,Saturday
463,CUST463,Female,54,Beauty,3,500,1500,2023,July,Monday
464,CUST464,Male,38,Electronics,2,300,600,2023,January,Friday
465,CUST465,Female,43,Electronics,3,50,150,2023,April,Sunday
466,CUST466,Male,63,Electronics,4,25,100,2023,June,Tuesday
467,CUST467,Female,53,Electronics,3,50,150,2023,July,Sunday
468,CUST468,Male,40,Electronics,1,25,25,2023,December,Saturday
469,CUST469,Male,18,Beauty,3,25,75,2023,May,Monday
470,CUST470,Female,57,Clothing,2,500,1000,2023,May,Wednesday
471,CUST471,Male,32,Clothing,3,50,150,2023,March,Thursday
472,CUST472,Female,38,Beauty,3,300,900,2023,December,Tuesday
473,CUST473,Male,64,Beauty,1,50,50,2023,February,Saturday
474,CUST474,Female,26,Clothing,3,500,1500,2023,July,Saturday
475,CUST475,Male,26,Clothing,3,25,75,2023,January,Friday
476,CUST476,Female,27,Clothing,4,500,2000,2023,August,Tuesday
477,CUST477,Male,43,Clothing,4,30,120,2023,April,Monday
478,CUST478,Female,58,Clothing,2,30,60,2023,April,Thursday
479,CUST479,Male,52,Electronics,4,300,1200,2023,August,Thursday
480,CUST480,Female,42,Beauty,4,500,2000,2023,June,Thursday
481,CUST481,Female,43,Electronics,4,300,1200,2023,June,Tuesday
482,CUST482,Female,28,Clothing,4,300,1200,2023,April,Thursday
483,CUST483,Male,55,Clothing,1,30,30,2023,April,Tuesday
484,CUST484,Female,19,Clothing,4,300,1200,2023,January,Friday
485,CUST485,Male,24,Electronics,1,30,30,2023,December,Monday
486,CUST486,Female,35,Electronics,1,25,25,2023,April,Sunday
487,CUST487,Male,44,Clothing,4,500,2000,2023,July,Monday
488,CUST488,Female,51,Electronics,3,300,900,2023,June,Sunday
489,CUST489,Male,44,Electronics,1,30,30,2023,May,Tuesday
490,CUST490,Male,34,Clothing,3,50,150,2023,February,Sunday
491,CUST491,Female,60,Electronics,3,300,900,2023,May,Tuesday
492,CUST492,Male,61,Beauty,4,25,100,2023,June,Thursday
493,CUST493,Male,41,Beauty,2,25,50,2023,November,Saturday
494,CUST494,Female,42,Beauty,4,50,200,2023,September,Monday
495,CUST495,Male,24,Beauty,2,30,60,2023,July,Monday
496,CUST496,Male,23,Clothing,2,300,600,2023,December,Thursday
497,CUST497,Male,41,Clothing,4,30,120,2023,October,Monday
498,CUST498,Female,50,Clothing,4,25,100,2023,June,Monday
499,CUST499,Male,46,Beauty,2,30,60,2023,January,Sunday
500,CUST500,Female,60,Beauty,4,25,100,2023,March,Wednesday
501,CUST501,Male,39,Electronics,2,30,60,2023,May,Sunday
502,CUST502,Male,43,Electronics,3,50,150,2023,April,Sunday
503,CUST503,Male,45,Beauty,4,500,2000,2023,October,Wednesday
504,CUST504,Female,38,Beauty,3,50,150,2023,May,Tuesday
505,CUST505,Male,24,Beauty,1,50,50,2023,January,Friday
506,CUST506,Male,34,Beauty,3,500,1500,2023,February,Saturday
507,CUST507,Female,37,Electronics,3,500,1500,2023,November,Thursday
508,CUST508,Male,58,Beauty,2,300,600,2023,August,Friday
509,CUST509,Female,37,Electronics,3,300,900,2023,June,Monday
510,CUST510,Female,39,Beauty,4,50,200,2023,June,Saturday
511,CUST511,Male,45,Beauty,2,50,100,2023,August,Saturday
512,CUST512,Female,57,Beauty,1,25,25,2023,November,Tuesday
513,CUST513,Male,24,Electronics,4,25,100,2023,September,Tuesday
514,CUST514,Female,18,Electronics,1,300,300,2023,March,Wednesday
515,CUST515,Female,49,Clothing,3,300,900,2023,July,Monday
516,CUST516,Male,30,Beauty,4,25,100,2023,October,Monday
517,CUST517,Female,47,Clothing,4,25,100,2023,April,Saturday
518,CUST518,Female,40,Clothing,1,30,30,2023,May,Thursday
519,CUST519,Female,36,Electronics,4,30,120,2023,January,Monday
520,CUST520,Female,49,Electronics,4,25,100,2023,December,Friday
521,CUST521,Female,47,Clothing,4,30,120,2023,August,Saturday
522,CUST522,Male,46,Beauty,3,500,1500,2023,January,Sunday
523,CUST523,Female,62,Electronics,1,300,300,2023,September,Sunday
524,CUST524,Male,46,Beauty,4,300,1200,2023,October,Tuesday
525,CUST525,Female,47,Beauty,2,25,50,2023,December,Monday
526,CUST526,Male,33,Clothing,2,50,100,2023,December,Sunday
527,CUST527,Male,57,Clothing,2,25,50,2023,April,Tuesday
528,CUST528,Female,36,Clothing,2,30,60,2023,July,Thursday
529,CUST529,Female,35,Clothing,3,50,150,2023,August,Wednesday
530,CUST530,Female,18,Electronics,4,30,120,2023,February,Sunday
531,CUST531,Male,31,Electronics,1,500,500,2023,December,Thursday
532,CUST532,Female,64,Clothing,4,30,120,2023,June,Monday
533,CUST533,Male,19,Electronics,3,500,1500,2023,November,Thursday
534,CUST534,Male,45,Clothing,2,500,1000,2023,June,Saturday
535,CUST535,Male,47,Beauty,3,30,90,2023,December,Wednesday
536,CUST536,Female,55,Beauty,4,30,120,2023,March,Sunday
537,CUST537,Female,21,Beauty,1,500,500,2023,June,Saturday
538,CUST538,Male,18,Clothing,3,50,150,2023,September,Sunday
539,CUST539,Male,25,Beauty,1,500,500,2023,June,Thursday
540,CUST540,Female,46,Electronics,3,300,900,2023,December,Friday
541,CUST541,Male,56,Beauty,1,500,500,2023,July,Saturday
542,CUST542,Female,20,Beauty,1,50,50,2023,June,Saturday
543,CUST543,Male,49,Beauty,2,300,600,2023,July,Wednesday
544,CUST544,Female,27,Electronics,1,25,25,2023,December,Saturday
545,CUST545,Male,27,Clothing,2,25,50,2023,June,Thursday
546,CUST546,Female,36,Electronics,4,50,200,2023,October,Wednesday
547,CUST547,Male,63,Clothing,4,500,2000,2023,March,Tuesday
548,CUST548,Female,51,Clothing,2,30,60,2023,April,Sunday
549,CUST549,Female,50,Beauty,2,50,100,2023,August,Friday
550,CUST550,Male,40,Clothing,3,300,900,2023,December,Thursday
551,CUST551,Male,45,Electronics,3,300,900,2023,July,Friday
552,CUST552,Female,49,Electronics,3,25,75,2023,December,Wednesday
553,CUST553,Male,24,Clothing,4,300,1200,2023,March,Friday
554,CUST554,Female,46,Beauty,3,50,150,2023,November,Sunday
555,CUST555,Male,25,Beauty,1,300,300,2023,October,Thursday
556,CUST556,Female,18,Electronics,1,50,50,2023,June,Sunday
557,CUST557,Female,20,Beauty,3,30,90,2023,July,Thursday
558,CUST558,Female,41,Clothing,1,25,25,2023,October,Sunday
559,CUST559,Female,40,Clothing,4,300,1200,2023,January,Sunday
560,CUST560,Female,25,Electronics,1,50,50,2023,June,Monday
561,CUST561,Female,64,Clothing,4,500,2000,2023,May,Saturday
562,CUST562,Male,54,Electronics,2,25,50,2023,April,Tuesday
563,CUST563,Male,20,Clothing,2,30,60,2023,August,Wednesday
564,CUST564,Male,50,Electronics,2,50,100,2023,October,Tuesday
565,CUST565,Female,45,Beauty,2,30,60,2023,November,Tuesday
566,CUST566,Female,64,Clothing,1,30,30,2023,December,Saturday
567,CUST567,Female,25,Clothing,3,300,900,2023,June,Wednesday
568,CUST568,Female,51,Electronics,1,300,300,2023,August,Sunday
569,CUST569,Male,52,Electronics,4,50,200,2023,August,Tuesday
570,CUST570,Male,49,Clothing,1,500,500,2023,August,Tuesday
571,CUST571,Female,41,Electronics,1,50,50,2023,December,Tuesday
572,CUST572,Male,31,Clothing,4,500,2000,2023,April,Thursday
573,CUST573,Male,49,Beauty,2,30,60,2023,September,Tuesday
574,CUST574,Female,63,Electronics,2,25,50,2023,August,Thursday
575,CUST575,Male,60,Clothing,2,50,100,2023,March,Tuesday
576,CUST576,Female,33,Beauty,3,50,150,2023,December,Monday
577,CUST577,Male,21,Beauty,4,500,2000,2023,February,Monday
578,CUST578,Female,54,Clothing,4,30,120,2023,May,Friday
579,CUST579,Female,38,Electronics,1,30,30,2023,September,Thursday
580,CUST580,Female,31,Clothing,3,500,1500,2023,December,Wednesday
581,CUST581,Female,48,Beauty,2,30,60,2023,November,Tuesday
582,CUST582,Male,35,Clothing,3,300,900,2023,November,Tuesday
583,CUST583,Female,24,Electronics,4,25,100,2023,June,Wednesday
584,CUST584,Female,27,Beauty,4,50,200,2023,February,Friday
585,CUST585,Female,24,Clothing,1,25,25,2023,May,Monday
586,CUST586,Male,50,Electronics,1,50,50,2023,December,Monday
587,CUST587,Female,40,Beauty,4,300,1200,2023,June,Thursday
588,CUST588,Male,38,Electronics,2,30,60,2023,April,Wednesday
589,CUST589,Female,36,Beauty,2,500,1000,2023,April,Wednesday
590,CUST590,Male,36,Clothing,3,300,900,2023,March,Friday
591,CUST591,Male,53,Electronics,4,25,100,2023,January,Friday
592,CUST592,Female,46,Beauty,4,500,2000,2023,January,Tuesday
593,CUST593,Male,35,Electronics,2,30,60,2023,May,Saturday
594,CUST594,Female,19,Electronics,2,300,600,2023,September,Friday
595,CUST595,Female,18,Clothing,4,500,2000,2023,November,Thursday
596,CUST596,Female,64,Electronics,1,300,300,2023,February,Tuesday
597,CUST597,Male,22,Beauty,4,300,1200,2023,August,Tuesday
598,CUST598,Male,37,Beauty,4,30,120,2023,August,Tuesday
599,CUST599,Female,28,Beauty,2,50,100,2023,November,Sunday
600,CUST600,Female,59,Beauty,2,500,1000,2023,October,Sunday
601,CUST601,Male,19,Clothing,1,30,30,2023,April,Monday
602,CUST602,Female,20,Electronics,1,300,300,2023,December,Saturday
603,CUST603,Female,40,Clothing,3,30,90,2023,July,Sunday
604,CUST604,Female,29,Electronics,4,50,200,2023,September,Monday
605,CUST605,Male,37,Electronics,2,500,1000,2023,July,Monday
606,CUST606,Male,22,Electronics,1,50,50,2023,May,Friday
607,CUST607,Male,54,Clothing,3,25,75,2023,March,Friday
608,CUST608,Female,55,Electronics,3,500,1500,2023,December,Saturday
609,CUST609,Female,47,Clothing,2,50,100,2023,December,Tuesday
610,CUST610,Female,26,Beauty,2,300,600,2023,January,Tuesday
611,CUST611,Male,51,Beauty,3,500,1500,2023,February,Friday
612,CUST612,Female,61,Electronics,1,500,500,2023,August,Sunday
613,CUST613,Female,52,Clothing,3,30,90,2023,April,Sunday
614,CUST614,Female,39,Beauty,4,300,1200,2023,April,Saturday
615,CUST615,Female,61,Clothing,4,25,100,2023,December,Saturday
616,CUST616,Male,41,Clothing,2,50,100,2023,September,Saturday
617,CUST617,Male,34,Electronics,1,30,30,2023,August,Saturday
618,CUST618,Female,27,Beauty,1,50,50,2023,January,Thursday
619,CUST619,Male,47,Electronics,4,25,100,2023,October,Friday
620,CUST620,Male,63,Electronics,3,25,75,2023,May,Monday
621,CUST621,Female,40,Beauty,2,500,1000,2023,March,Saturday
622,CUST622,Female,49,Beauty,3,25,75,2023,August,Tuesday
623,CUST623,Male,34,Clothing,3,50,150,2023,March,Friday
624,CUST624,Female,34,Beauty,3,300,900,2023,August,Saturday
625,CUST625,Male,31,Clothing,1,300,300,2023,December,Friday
626,CUST626,Female,26,Clothing,4,500,2000,2023,September,Friday
627,CUST627,Male,57,Clothing,1,50,50,2023,October,Saturday
628,CUST628,Female,19,Beauty,4,50,200,2023,November,Wednesday
629,CUST629,Male,62,Electronics,2,25,50,2023,June,Monday
630,CUST630,Male,42,Clothing,2,50,100,2023,August,Tuesday
631,CUST631,Male,56,Electronics,3,30,90,2023,November,Friday
632,CUST632,Female,26,Electronics,4,25,100,2023,September,Saturday
633,CUST633,Male,39,Beauty,4,30,120,2023,August,Monday
634,CUST634,Male,60,Electronics,4,500,2000,2023,October,Sunday
635,CUST635,Female,63,Electronics,3,300,900,2023,August,Thursday
636,CUST636,Female,21,Beauty,3,500,1500,2023,March,Thursday
637,CUST637,Male,43,Clothing,2,300,600,2023,September,Friday
638,CUST638,Male,46,Electronics,1,500,500,2023,August,Saturday
639,CUST639,Female,62,Beauty,4,50,200,2023,May,Saturday
640,CUST640,Female,51,Electronics,4,30,120,2023,May,Sunday
641,CUST641,Female,40,Electronics,1,300,300,2023,November,Thursday
642,CUST642,Female,54,Clothing,4,25,100,2023,May,Monday
643,CUST643,Female,28,Electronics,3,30,90,2023,September,Sunday
644,CUST644,Male,23,Beauty,3,25,75,2023,September,Wednesday
645,CUST645,Female,35,Electronics,4,30,120,2023,November,Friday
646,CUST646,Male,38,Clothing,3,30,90,2023,May,Wednesday
647,CUST647,Male,59,Clothing,3,500,1500,2023,May,Sunday
648,CUST648,Male,53,Beauty,4,300,1200,2023,August,Monday
649,CUST649,Female,58,Clothing,2,300,600,2023,February,Thursday
650,CUST650,Male,55,Electronics,1,30,30,2024,January,Monday
651,CUST651,Male,51,Clothing,3,50,150,2023,May,Saturday
652,CUST652,Female,34,Beauty,2,50,100,2023,May,Monday
653,CUST653,Male,54,Clothing,3,25,75,2023,May,Saturday
654,CUST654,Male,42,Clothing,3,25,75,2023,June,Wednesday
655,CUST655,Female,55,Clothing,1,500,500,2023,June,Tuesday
656,CUST656,Male,29,Beauty,3,30,90,2023,October,Wednesday
657,CUST657,Male,40,Clothing,1,25,25,2023,February,Saturday
658,CUST658,Male,59,Clothing,1,25,25,2023,March,Sunday
659,CUST659,Female,39,Electronics,1,30,30,2023,March,Sunday
660,CUST660,Female,38,Beauty,2,500,1000,2023,April,Saturday
661,CUST661,Female,44,Clothing,4,25,100,2023,July,Sunday
662,CUST662,Male,48,Beauty,2,500,1000,2023,December,Friday
663,CUST663,Male,23,Clothing,4,300,1200,2023,March,Monday
664,CUST664,Female,44,Clothing,4,500,2000,2023,December,Thursday
665,CUST665,Male,57,Clothing,1,50,50,2023,April,Thursday
666,CUST666,Male,51,Electronics,3,50,150,2023,February,Thursday
667,CUST667,Female,29,Electronics,1,500,500,2023,August,Tuesday
668,CUST668,Female,62,Electronics,3,50,150,2023,July,Friday
669,CUST669,Male,24,Beauty,4,300,1200,2023,June,Monday
670,CUST670,Male,27,Beauty,1,30,30,2023,October,Thursday
671,CUST671,Male,62,Electronics,3,50,150,2023,August,Sunday
672,CUST672,Female,34,Beauty,2,50,100,2023,August,Tuesday
673,CUST673,Female,43,Clothing,3,500,1500,2023,February,Wednesday
674,CUST674,Female,38,Clothing,1,300,300,2023,April,Sunday
675,CUST675,Female,45,Clothing,2,30,60,2023,August,Friday
676,CUST676,Male,63,Electronics,3,500,1500,2023,July,Wednesday
677,CUST677,Female,19,Beauty,3,500,1500,2023,October,Friday
678,CUST678,Female,60,Electronics,3,300,900,2023,December,Saturday
679,CUST679,Female,18,Beauty,3,30,90,2023,January,Wednesday
680,CUST680,Female,53,Clothing,3,300,900,2023,October,Sunday
681,CUST681,Female,43,Electronics,2,30,60,2023,July,Friday
682,CUST682,Male,46,Beauty,4,300,1200,2023,September,Saturday
683,CUST683,Male,38,Beauty,2,500,1000,2023,January,Wednesday
684,CUST684,Female,28,Clothing,2,500,1000,2023,June,Friday
685,CUST685,Male,57,Electronics,2,25,50,2023,June,Friday
686,CUST686,Female,28,Electronics,4,50,200,2023,July,Wednesday
687,CUST687,Female,53,Electronics,1,300,300,2023,August,Thursday
688,CUST688,Male,56,Clothing,4,25,100,2023,October,Tuesday
689,CUST689,Male,57,Electronics,2,50,100,2023,October,Saturday
690,CUST690,Female,52,Clothing,3,300,900,2023,November,Sunday
691,CUST691,Female,51,Clothing,3,30,90,2023,April,Sunday
692,CUST692,Female,64,Clothing,2,50,100,2023,September,Thursday
693,CUST693,Male,41,Beauty,3,500,1500,2023,April,Sunday
694,CUST694,Female,39,Electronics,2,25,50,2023,May,Saturday
695,CUST695,Female,22,Electronics,3,50,150,2023,August,Saturday
696,CUST696,Female,50,Clothing,4,50,200,2023,September,Wednesday
697,CUST697,Male,53,Clothing,1,500,500,2023,January,Sunday
698,CUST698,Female,64,Electronics,1,300,300,2023,July,Wednesday
699,CUST699,Female,37,Clothing,4,30,120,2023,June,Thursday
700,CUST700,Male,36,Electronics,4,500,2000,2023,December,Saturday
701,CUST701,Female,52,Beauty,2,30,60,2023,December,Thursday
702,CUST702,Female,60,Clothing,2,300,600,2023,July,Thursday
703,CUST703,Male,34,Electronics,2,50,100,2023,March,Sunday
704,CUST704,Female,62,Clothing,3,30,90,2023,August,Monday
705,CUST705,Male,60,Electronics,2,25,50,2023,March,Tuesday
706,CUST706,Male,51,Electronics,4,25,100,2023,November,Wednesday
707,CUST707,Female,26,Clothing,1,500,500,2023,October,Sunday
708,CUST708,Female,43,Beauty,3,300,900,2023,January,Saturday
709,CUST709,Female,19,Electronics,2,500,1000,2023,July,Friday
710,CUST710,Female,26,Electronics,3,500,1500,2023,October,Tuesday
711,CUST711,Male,26,Electronics,3,500,1500,2023,October,Monday
712,CUST712,Female,57,Beauty,2,25,50,2023,December,Wednesday
713,CUST713,Male,34,Beauty,3,25,75,2023,January,Saturday
714,CUST714,Female,18,Clothing,1,500,500,2023,February,Sunday
715,CUST715,Female,42,Beauty,4,25,100,2023,November,Sunday
716,CUST716,Female,60,Clothing,4,300,1200,2023,August,Tuesday
717,CUST717,Male,57,Clothing,1,500,500,2023,March,Saturday
718,CUST718,Female,59,Beauty,3,25,75,2023,August,Friday
719,CUST719,Female,42,Clothing,2,30,60,2023,April,Tuesday
720,CUST720,Female,56,Beauty,3,500,1500,2023,January,Thursday
721,CUST721,Female,52,Clothing,1,500,500,2023,May,Sunday
722,CUST722,Male,20,Beauty,3,300,900,2023,July,Friday
723,CUST723,Female,54,Beauty,4,50,200,2023,June,Saturday
724,CUST724,Male,61,Clothing,3,50,150,2023,April,Wednesday
725,CUST725,Male,61,Electronics,1,300,300,2023,August,Monday
726,CUST726,Male,47,Clothing,4,300,1200,2023,June,Saturday
727,CUST727,Male,55,Beauty,3,300,900,2023,June,Thursday
728,CUST728,Male,51,Electronics,3,50,150,2023,July,Friday
729,CUST729,Male,29,Clothing,4,300,1200,2023,May,Tuesday
730,CUST730,Female,36,Clothing,2,25,50,2023,August,Friday
731,CUST731,Male,54,Clothing,4,500,2000,2023,May,Wednesday
732,CUST732,Male,61,Electronics,2,500,1000,2023,February,Saturday
733,CUST733,Male,34,Beauty,1,30,30,2023,August,Tuesday
734,CUST734,Female,27,Clothing,1,30,30,2023,January,Tuesday
735,CUST735,Female,64,Clothing,4,500,2000,2023,October,Wednesday
736,CUST736,Male,29,Clothing,4,25,100,2023,January,Friday
737,CUST737,Female,33,Clothing,1,50,50,2023,June,Thursday
738,CUST738,Male,41,Clothing,2,50,100,2023,April,Tuesday
739,CUST739,Male,36,Beauty,1,25,25,2023,November,Wednesday
740,CUST740,Female,25,Beauty,4,50,200,2023,February,Sunday
741,CUST741,Male,48,Clothing,1,300,300,2023,November,Thursday
742,CUST742,Female,38,Electronics,4,500,2000,2023,January,Saturday
743,CUST743,Female,34,Beauty,4,500,2000,2023,January,Monday
744,CUST744,Male,40,Electronics,1,25,25,2023,May,Sunday
745,CUST745,Male,54,Beauty,2,50,100,2023,April,Thursday
746,CUST746,Female,33,Clothing,3,30,90,2023,January,Wednesday
747,CUST747,Male,23,Beauty,1,30,30,2023,November,Wednesday
748,CUST748,Male,25,Clothing,3,50,150,2023,March,Monday
749,CUST749,Male,42,Beauty,1,30,30,2023,May,Wednesday
750,CUST750,Female,35,Clothing,3,25,75,2023,March,Monday
751,CUST751,Female,42,Clothing,2,25,50,2023,August,Thursday
752,CUST752,Male,29,Clothing,2,50,100,2023,December,Saturday
753,CUST753,Female,32,Clothing,1,30,30,2023,February,Tuesday
754,CUST754,Female,43,Electronics,4,25,100,2023,October,Monday
755,CUST755,Female,58,Clothing,3,25,75,2023,April,Saturday
756,CUST756,Female,62,Electronics,4,300,1200,2023,August,Sunday
757,CUST757,Female,43,Electronics,4,300,1200,2023,December,Monday
758,CUST758,Male,64,Clothing,4,25,100,2023,May,Friday
759,CUST759,Male,49,Electronics,2,50,100,2023,July,Saturday
760,CUST760,Male,27,Beauty,1,500,500,2023,March,Monday
761,CUST761,Female,33,Clothing,1,500,500,2023,November,Tuesday
762,CUST762,Female,24,Electronics,2,25,50,2023,November,Tuesday
763,CUST763,Male,34,Clothing,2,25,50,2023,February,Tuesday
764,CUST764,Female,40,Clothing,1,25,25,2023,March,Saturday
765,CUST765,Male,43,Clothing,4,50,200,2023,June,Friday
766,CUST766,Male,38,Electronics,3,300,900,2023,February,Saturday
767,CUST767,Male,39,Beauty,3,25,75,2023,October,Tuesday
768,CUST768,Female,24,Beauty,3,25,75,2023,January,Saturday
769,CUST769,Female,31,Electronics,4,30,120,2023,June,Friday
770,CUST770,Male,32,Clothing,1,50,50,2023,October,Sunday
771,CUST771,Male,24,Electronics,2,25,50,2023,December,Wednesday
772,CUST772,Male,26,Electronics,1,30,30,2023,July,Wednesday
773,CUST773,Male,25,Electronics,4,500,2000,2023,July,Sunday
774,CUST774,Female,40,Clothing,2,25,50,2023,April,Wednesday
775,CUST775,Female,46,Electronics,4,25,100,2023,February,Wednesday
776,CUST776,Male,35,Clothing,3,30,90,2023,October,Tuesday
777,CUST777,Male,48,Electronics,3,50,150,2023,December,Wednesday
778,CUST778,Female,47,Beauty,4,25,100,2023,November,Saturday
779,CUST779,Female,56,Electronics,2,500,1000,2023,May,Friday
780,CUST780,Male,52,Electronics,2,25,50,2023,February,Wednesday
781,CUST781,Male,35,Beauty,1,500,500,2023,December,Saturday
782,CUST782,Male,59,Clothing,3,300,900,2023,June,Sunday
783,CUST783,Female,56,Clothing,1,300,300,2023,December,Sunday
784,CUST784,Female,34,Electronics,1,500,500,2023,November,Saturday
785,CUST785,Female,31,Beauty,4,50,200,2023,March,Friday
786,CUST786,Male,48,Clothing,4,25,100,2023,October,Tuesday
787,CUST787,Male,41,Electronics,1,25,25,2023,January,Sunday
788,CUST788,Female,52,Beauty,3,300,900,2023,June,Tuesday
789,CUST789,Female,61,Clothing,4,500,2000,2023,September,Saturday
790,CUST790,Male,62,Clothing,1,25,25,2023,August,Tuesday
791,CUST791,Female,51,Beauty,1,25,25,2023,December,Tuesday
792,CUST792,Female,20,Beauty,1,50,50,2023,July,Sunday
793,CUST793,Male,54,Beauty,1,30,30,2023,February,Sunday
794,CUST794,Female,60,Beauty,1,300,300,2023,September,Sunday
795,CUST795,Male,57,Electronics,1,300,300,2023,November,Tuesday
796,CUST796,Male,43,Beauty,4,30,120,2023,June,Saturday
797,CUST797,Male,40,Clothing,3,25,75,2023,January,Saturday
798,CUST798,Male,61,Clothing,1,50,50,2023,August,Friday
799,CUST799,Male,56,Electronics,2,50,100,2023,September,Friday
800,CUST800,Male,32,Clothing,4,300,1200,2023,February,Friday
801,CUST801,Male,21,Clothing,4,50,200,2023,August,Thursday
802,CUST802,Female,46,Beauty,1,30,30,2023,July,Wednesday
803,CUST803,Male,39,Clothing,4,25,100,2023,November,Wednesday
804,CUST804,Male,42,Electronics,1,30,30,2023,August,Thursday
805,CUST805,Female,30,Beauty,3,500,1500,2023,December,Friday
806,CUST806,Female,35,Beauty,3,300,900,2023,March,Monday
807,CUST807,Female,50,Electronics,4,50,200,2023,August,Friday
808,CUST808,Male,33,Beauty,4,500,2000,2023,April,Saturday
809,CUST809,Female,62,Beauty,2,50,100,2023,September,Monday
810,CUST810,Male,59,Electronics,4,25,100,2023,November,Thursday
811,CUST811,Male,61,Beauty,2,25,50,2023,May,Friday
812,CUST812,Male,19,Electronics,3,25,75,2023,November,Sunday
813,CUST813,Male,52,Electronics,3,50,150,2023,October,Tuesday
814,CUST814,Female,59,Clothing,1,500,500,2023,September,Tuesday
815,CUST815,Female,51,Clothing,3,25,75,2023,August,Sunday
816,CUST816,Male,47,Beauty,2,500,1000,2023,August,Saturday
817,CUST817,Male,30,Beauty,4,50,200,2023,October,Tuesday
818,CUST818,Male,30,Electronics,1,500,500,2023,May,Thursday
819,CUST819,Female,35,Beauty,2,50,100,2023,June,Thursday
820,CUST820,Male,49,Electronics,4,50,200,2023,May,Saturday
821,CUST821,Male,49,Electronics,1,300,300,2023,February,Tuesday
822,CUST822,Female,52,Beauty,3,50,150,2023,May,Tuesday
823,CUST823,Female,56,Electronics,2,50,100,2023,August,Saturday
824,CUST824,Male,63,Clothing,4,30,120,2023,May,Friday
825,CUST825,Female,46,Beauty,1,25,25,2023,August,Saturday
826,CUST826,Female,46,Clothing,1,300,300,2023,October,Thursday
827,CUST827,Male,61,Beauty,3,300,900,2023,November,Thursday
828,CUST828,Female,33,Electronics,4,300,1200,2023,December,Saturday
829,CUST829,Male,61,Beauty,3,30,90,2023,July,Friday
830,CUST830,Female,64,Clothing,3,50,150,2023,June,Thursday
831,CUST831,Male,27,Electronics,4,25,100,2023,January,Sunday
832,CUST832,Male,47,Beauty,4,500,2000,2023,September,Monday
833,CUST833,Male,42,Beauty,4,50,200,2023,June,Friday
834,CUST834,Female,56,Beauty,2,30,60,2023,April,Tuesday
835,CUST835,Male,37,Clothing,4,50,200,2023,September,Thursday
836,CUST836,Female,22,Clothing,1,50,50,2023,April,Wednesday
837,CUST837,Male,18,Beauty,3,30,90,2023,July,Saturday
