,StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,Grade_Class
574,1575,17,Male,Asian,Bachelor's,3.2,27,Yes,High,Yes,No,No,No,0.8,4.0,A
575,1576,16,Male,African American,Some College,13.8,25,No,None,Yes,No,No,No,0.8,4.0,A
576,1577,15,Male,Other,Some College,2.6,17,Yes,None,Yes,No,No,No,1.3,4.0,A
577,1578,16,Male,Caucasian,High School,8.5,24,No,Moderate,Yes,No,No,No,0.6,4.0,A
578,1579,16,Female,Caucasian,Some College,4.9,18,Yes,Moderate,No,No,No,No,1.7,4.0,A
579,1580,16,Female,Caucasian,Some College,15.0,5,No,High,No,No,No,No,3.3,1.0,F
580,1581,16,Male,Asian,Some College,5.2,21,No,Moderate,No,Yes,No,No,0.7,4.0,A
581,1582,15,Male,Asian,Higher,17.6,1,No,Moderate,No,No,No,Yes,3.3,1.0,F
582,1583,18,Male,Caucasian,Some College,17.8,27,No,Moderate,Yes,Yes,No,Yes,1.2,4.0,A
583,1584,16,Male,Caucasian,High School,3.9,12,No,Low,No,No,No,No,1.6,4.0,A
584,1585,16,Female,Asian,Some College,12.3,22,No,Very High,No,No,No,No,1.6,4.0,A
585,1586,17,Male,Caucasian,High School,1.8,24,No,Moderate,No,No,No,No,0.2,4.0,A
586,1587,16,Male,Asian,High School,7.8,27,Yes,Moderate,No,No,No,No,0.5,4.0,A
587,1588,17,Male,Other,High School,14.3,25,No,High,Yes,Yes,No,No,1.3,4.0,A
588,1589,18,Male,Caucasian,Some College,13.2,10,No,Moderate,No,No,No,Yes,2.4,3.0,B
589,1590,15,Female,Caucasian,Some College,12.5,0,No,High,No,No,No,No,3.6,0.0,F
590,1591,15,Male,Asian,Some College,5.7,23,No,Low,No,No,No,No,0.3,4.0,A
591,1592,18,Male,Asian,Some College,7.6,1,No,Low,No,No,No,No,2.4,3.0,B
592,1593,15,Female,African American,Some College,2.1,29,No,Very High,No,Yes,No,Yes,0.6,4.0,A
593,1594,18,Female,Other,High School,14.4,16,No,High,No,No,No,No,1.8,4.0,A
594,1595,18,Female,Caucasian,Bachelor's,10.1,7,No,Moderate,Yes,No,No,No,2.6,2.0,D
595,1596,18,Male,African American,High School,14.2,1,No,High,No,No,No,Yes,3.4,1.0,F
596,1597,15,Male,Asian,High School,5.0,5,No,Very High,No,No,Yes,Yes,2.7,2.0,D
597,1598,17,Female,Asian,Some College,6.5,21,Yes,Low,Yes,No,No,Yes,1.1,4.0,A
598,1599,18,Female,Caucasian,High School,6.7,4,No,None,No,No,No,No,2.4,3.0,B
599,1600,16,Female,Asian,None,0.5,15,Yes,Moderate,No,No,Yes,No,1.5,4.0,A
600,1601,15,Female,African American,Some College,6.8,7,No,Low,Yes,Yes,No,No,2.4,3.0,B
601,1602,18,Female,Caucasian,Some College,16.1,18,Yes,Low,Yes,No,Yes,No,2.0,4.0,A
602,1603,18,Female,Caucasian,Some College,17.9,15,No,High,Yes,No,No,No,2.3,3.0,B
603,1604,16,Male,Asian,Higher,10.4,12,No,None,No,No,Yes,No,1.5,4.0,A
604,1605,17,Male,Caucasian,Some College,9.1,25,Yes,High,No,No,No,Yes,1.1,4.0,A
605,1606,17,Male,Caucasian,Bachelor's,0.6,19,No,Moderate,No,Yes,No,Yes,1.2,4.0,A
606,1607,17,Female,Caucasian,High School,17.6,6,No,Moderate,No,No,No,No,2.6,2.0,D
607,1608,18,Female,Asian,Some College,0.3,15,No,High,Yes,Yes,Yes,No,2.5,3.0,B
608,1609,18,Female,African American,Bachelor's,18.9,22,Yes,Moderate,No,No,No,No,1.2,4.0,A
609,1610,18,Female,Asian,Some College,9.8,15,No,Low,No,No,No,Yes,1.6,4.0,A
610,1611,15,Female,Caucasian,Some College,6.8,28,No,Low,Yes,No,No,No,0.3,4.0,A
611,1612,16,Female,African American,High School,18.5,11,Yes,High,Yes,No,No,No,2.8,2.0,D
612,1613,18,Male,African American,None,0.5,13,No,Low,Yes,No,No,No,1.6,4.0,A
613,1614,16,Male,Asian,Some College,11.6,23,Yes,None,Yes,No,No,Yes,1.1,4.0,A
614,1615,16,Female,Other,High School,11.0,17,No,Very High,No,No,No,No,2.3,3.0,B
615,1616,17,Male,Caucasian,Bachelor's,4.4,26,Yes,Very High,Yes,Yes,No,No,1.0,4.0,A
616,1617,15,Female,African American,High School,8.6,27,No,Moderate,No,Yes,Yes,Yes,0.2,4.0,A
617,1618,18,Male,Caucasian,Higher,13.0,17,No,None,No,No,No,No,1.0,4.0,A
618,1619,17,Female,African American,Higher,14.5,15,No,High,Yes,No,Yes,No,2.2,3.0,B
619,1620,17,Female,Caucasian,High School,0.0,19,No,High,Yes,No,No,No,1.4,4.0,A
620,1621,18,Male,Caucasian,High School,18.7,15,No,Low,Yes,Yes,No,No,2.1,3.0,B
621,1622,16,Male,Caucasian,Bachelor's,3.3,12,No,Low,Yes,No,Yes,No,1.9,4.0,A
622,1623,17,Female,African American,Higher,4.7,25,No,High,Yes,No,Yes,No,1.2,4.0,A
623,1624,16,Female,Caucasian,Some College,5.3,28,No,Very High,No,No,No,No,0.3,4.0,A
624,1625,15,Male,Asian,High School,0.8,8,No,High,Yes,No,No,Yes,2.7,2.0,D
625,1626,16,Male,Caucasian,Some College,2.5,25,No,Low,Yes,Yes,Yes,No,0.9,4.0,A
626,1627,15,Female,Caucasian,Some College,19.7,27,No,Moderate,Yes,Yes,No,No,1.4,4.0,A
627,1628,16,Male,Asian,High School,6.3,8,No,High,No,No,No,No,2.2,3.0,B
628,1629,17,Female,Caucasian,Some College,2.3,12,No,Low,No,No,No,No,1.4,4.0,A
629,1630,17,Female,Caucasian,None,2.1,28,No,Low,Yes,No,Yes,No,0.0,4.0,A
630,1631,15,Female,African American,None,14.4,3,Yes,Low,No,No,No,No,3.1,1.0,F
631,1632,18,Female,Caucasian,High School,17.1,8,No,Moderate,No,No,No,No,2.6,2.0,D
632,1633,15,Male,Caucasian,High School,5.1,14,No,Moderate,No,No,No,No,2.0,4.0,A
633,1634,15,Male,Caucasian,High School,0.4,13,No,High,No,Yes,No,No,1.9,4.0,A
634,1635,16,Male,Other,Some College,4.5,18,Yes,High,Yes,Yes,No,No,1.6,4.0,A
635,1636,16,Male,African American,High School,1.1,11,No,Very High,No,No,Yes,No,2.4,3.0,B
636,1637,15,Male,African American,High School,2.1,20,Yes,High,Yes,No,No,No,1.3,4.0,A
637,1638,17,Male,African American,High School,8.6,25,No,Low,No,No,No,Yes,0.2,4.0,A
638,1639,16,Male,Caucasian,Higher,4.6,24,Yes,Moderate,No,Yes,Yes,Yes,1.3,4.0,A
639,1640,18,Female,Caucasian,Some College,10.3,5,No,Moderate,No,Yes,No,No,2.7,2.0,D
640,1641,16,Male,Asian,Some College,5.1,2,No,None,Yes,No,Yes,No,2.7,2.0,D
641,1642,16,Male,Caucasian,Some College,18.8,25,No,Very High,No,Yes,No,No,1.6,4.0,A
642,1643,18,Female,Caucasian,Higher,18.1,24,Yes,None,Yes,Yes,No,No,1.4,4.0,A
643,1644,15,Male,Caucasian,High School,11.3,21,Yes,Moderate,Yes,No,No,No,1.6,4.0,A
644,1645,18,Male,Caucasian,Some College,7.1,19,No,Moderate,Yes,No,Yes,No,1.2,4.0,A
645,1646,15,Female,Other,Some College,7.6,15,No,Moderate,Yes,No,Yes,No,2.0,3.0,B
646,1647,15,Male,Caucasian,Some College,8.2,29,No,High,No,No,No,Yes,0.2,4.0,A
647,1648,15,Male,African American,None,14.6,19,No,Moderate,No,No,No,No,1.2,4.0,A
648,1649,18,Male,Caucasian,Some College,9.0,23,No,Low,No,No,Yes,No,0.9,4.0,A
649,1650,15,Female,Other,None,17.1,22,No,Low,No,No,No,No,1.0,4.0,A
650,1651,17,Male,Caucasian,Some College,18.9,16,Yes,Very High,Yes,Yes,No,No,2.4,3.0,B
651,1652,18,Male,Caucasian,Some College,6.7,15,No,Low,Yes,No,No,No,1.7,4.0,A
652,1653,17,Female,Asian,High School,11.2,5,No,Low,No,No,Yes,No,2.8,2.0,D
653,1654,15,Male,Asian,Bachelor's,1.9,7,No,Moderate,No,No,No,No,2.0,3.0,B
654,1655,16,Female,Caucasian,None,4.0,18,Yes,Low,Yes,No,No,No,1.5,4.0,A
655,1656,15,Female,Caucasian,Bachelor's,8.3,29,Yes,Moderate,No,No,Yes,No,0.7,4.0,A
656,1657,17,Male,Caucasian,Some College,4.1,24,No,High,Yes,No,No,No,0.5,4.0,A
657,1658,17,Female,Caucasian,High School,17.5,25,Yes,High,No,No,No,No,1.1,4.0,A
658,1659,18,Female,Caucasian,High School,3.2,1,Yes,High,No,Yes,No,No,3.0,2.0,D
659,1660,16,Male,Caucasian,Higher,9.1,13,No,Low,Yes,Yes,Yes,No,2.3,3.0,B
660,1661,18,Female,Caucasian,None,12.1,21,No,Moderate,No,Yes,No,No,1.4,4.0,A
661,1662,17,Female,Caucasian,High School,13.8,11,Yes,None,Yes,No,No,No,2.1,3.0,B
662,1663,15,Male,African American,High School,7.7,16,No,None,Yes,No,No,Yes,1.3,4.0,A
663,1664,16,Male,Other,Some College,17.4,27,No,Moderate,Yes,No,No,No,0.7,4.0,A
664,1665,15,Male,African American,Some College,11.4,26,No,Low,Yes,Yes,Yes,No,0.5,4.0,A
665,1666,15,Female,Caucasian,High School,8.8,14,No,High,No,No,No,No,2.1,3.0,B
666,1667,16,Male,Caucasian,High School,1.3,17,Yes,High,Yes,Yes,No,No,2.0,4.0,A
667,1668,18,Female,Other,High School,9.3,15,No,High,Yes,No,No,Yes,1.9,4.0,A
668,1669,15,Female,Caucasian,High School,16.4,12,No,High,Yes,Yes,No,No,2.6,2.0,D
669,1670,17,Female,Caucasian,Some College,12.3,20,Yes,None,Yes,Yes,Yes,No,1.8,4.0,A
670,1671,15,Female,African American,Some College,16.6,16,No,Moderate,Yes,No,No,No,1.6,4.0,A
671,1672,16,Female,African American,High School,9.9,7,No,Low,No,Yes,No,No,2.3,3.0,B
672,1673,16,Female,African American,High School,2.4,0,Yes,Moderate,Yes,No,No,No,3.4,1.0,F
673,1674,16,Female,Caucasian,High School,0.3,28,No,Low,Yes,Yes,No,No,0.5,4.0,A
674,1675,18,Male,Caucasian,Higher,6.1,24,No,None,Yes,Yes,No,No,0.2,4.0,A
675,1676,15,Male,Other,Higher,14.0,25,No,Moderate,No,Yes,Yes,Yes,1.3,4.0,A
676,1677,18,Female,Caucasian,Bachelor's,15.8,26,No,High,Yes,No,No,No,0.9,4.0,A
677,1678,18,Female,African American,High School,5.9,2,Yes,High,No,No,No,No,3.1,1.0,F
678,1679,16,Male,Asian,None,9.9,15,No,Moderate,No,Yes,No,Yes,1.8,4.0,A
679,1680,16,Female,African American,High School,8.4,27,No,Moderate,Yes,Yes,Yes,No,0.7,4.0,A
680,1681,18,Male,Caucasian,High School,8.2,1,No,Moderate,Yes,No,No,Yes,2.9,2.0,D
681,1682,15,Male,Caucasian,Some College,4.6,14,No,High,No,No,No,Yes,1.7,4.0,A
682,1683,17,Male,African American,Some College,2.7,0,Yes,None,Yes,No,Yes,No,3.6,0.0,F
683,1684,18,Female,Asian,Bachelor's,3.9,8,Yes,High,No,Yes,No,No,2.5,2.0,D
684,1685,15,Female,Other,Bachelor's,1.1,15,Yes,Moderate,No,Yes,No,No,1.6,4.0,A
685,1686,16,Male,Caucasian,High School,4.0,3,No,Low,No,No,Yes,Yes,2.4,3.0,B
686,1687,16,Male,Caucasian,Some College,0.2,11,Yes,None,Yes,No,No,No,1.8,4.0,A
687,1688,15,Male,Other,High School,12.5,0,No,Low,No,No,No,No,2.8,2.0,D
688,1689,17,Male,Asian,None,6.3,0,Yes,Moderate,No,No,No,Yes,3.0,1.0,F
689,1690,16,Male,Asian,Some College,19.5,6,Yes,High,Yes,Yes,No,No,3.6,0.0,F
690,1691,16,Female,Caucasian,None,3.9,17,No,Moderate,No,No,No,Yes,0.9,4.0,A
691,1692,16,Male,African American,Some College,6.9,22,No,Moderate,Yes,No,No,No,1.3,4.0,A
692,1693,15,Female,Asian,High School,7.2,27,No,Very High,Yes,Yes,No,Yes,0.8,4.0,A
693,1694,18,Male,African American,Some College,0.2,22,No,Low,Yes,No,No,No,0.9,4.0,A
694,1695,16,Female,Caucasian,Some College,16.8,14,Yes,Low,No,No,No,No,2.4,3.0,B
695,1696,18,Female,Caucasian,High School,0.6,25,No,Moderate,No,Yes,No,No,0.8,4.0,A
696,1697,17,Female,African American,Bachelor's,18.8,29,No,High,Yes,No,No,No,1.0,4.0,A
697,1698,16,Female,Caucasian,High School,17.8,24,No,High,No,Yes,No,No,1.4,4.0,A
698,1699,16,Female,Caucasian,Some College,10.7,12,Yes,Moderate,No,No,No,No,2.2,3.0,B
699,1700,17,Female,Other,Some College,10.9,15,No,Very High,No,Yes,Yes,No,2.5,2.0,D
700,1701,16,Male,Caucasian,Some College,13.1,6,No,High,No,No,No,No,2.7,2.0,D
701,1702,18,Female,Asian,Higher,7.7,15,No,None,Yes,No,No,No,1.6,4.0,A
702,1703,15,Male,Caucasian,High School,12.9,12,No,High,Yes,No,Yes,Yes,2.7,2.0,D
703,1704,18,Female,African American,Some College,0.9,13,No,None,No,Yes,No,No,1.5,4.0,A
704,1705,15,Female,Other,Some College,1.1,16,Yes,High,No,Yes,No,No,1.8,4.0,A
705,1706,15,Male,Caucasian,Bachelor's,9.1,11,No,Low,Yes,No,No,No,2.1,3.0,B
706,1707,18,Female,Caucasian,High School,11.0,28,No,High,No,No,No,No,0.4,4.0,A
707,1708,18,Male,Caucasian,Some College,17.8,23,No,Moderate,Yes,No,No,No,1.1,4.0,A
708,1709,18,Male,Caucasian,Some College,2.1,23,No,High,No,No,No,No,0.9,4.0,A
709,1710,18,Male,Asian,High School,16.5,19,No,Moderate,Yes,Yes,No,No,1.8,4.0,A
710,1711,17,Male,Other,Some College,4.2,12,No,High,Yes,No,No,No,2.2,3.0,B
711,1712,16,Female,Caucasian,High School,7.9,23,No,Low,No,Yes,Yes,No,1.0,4.0,A
712,1713,15,Female,Caucasian,Some College,6.3,19,No,Very High,No,Yes,No,No,1.7,4.0,A
713,1714,18,Male,Caucasian,Bachelor's,8.0,14,No,High,No,No,No,No,2.1,3.0,B
714,1715,18,Female,Asian,Some College,3.0,23,Yes,Low,Yes,Yes,No,No,1.1,4.0,A
715,1716,18,Female,Caucasian,Some College,10.1,20,No,Very High,No,No,No,No,1.3,4.0,A
716,1717,17,Male,African American,Some College,16.0,3,Yes,Moderate,Yes,No,No,Yes,3.5,0.0,F
717,1718,18,Female,African American,None,8.8,21,Yes,High,No,Yes,No,Yes,1.0,4.0,A
718,1719,18,Male,African American,High School,9.8,1,No,High,Yes,No,No,No,3.5,1.0,F
719,1720,18,Male,Caucasian,Some College,17.0,27,Yes,None,Yes,No,No,Yes,0.6,4.0,A
720,1721,16,Female,Asian,High School,14.1,17,No,Very High,No,Yes,No,No,2.4,3.0,B
721,1722,17,Female,Caucasian,High School,9.8,1,No,Moderate,No,No,No,No,3.2,1.0,F
722,1723,18,Female,Caucasian,Some College,5.2,24,No,Low,No,No,No,No,0.6,4.0,A
723,1724,15,Male,Asian,High School,17.7,14,No,High,Yes,Yes,No,Yes,2.7,2.0,D
724,1725,15,Male,Asian,High School,11.5,29,No,High,No,No,No,No,0.3,4.0,A
725,1726,15,Female,Caucasian,Some College,4.4,25,No,None,No,Yes,No,No,0.3,4.0,A
726,1727,17,Female,Caucasian,High School,5.4,18,No,Low,Yes,No,No,No,0.9,4.0,A
727,1728,17,Female,Caucasian,Bachelor's,16.1,14,No,High,No,No,No,No,2.3,3.0,B
728,1729,15,Female,Caucasian,Bachelor's,0.9,25,No,None,Yes,Yes,Yes,No,0.3,4.0,A
729,1730,18,Male,Caucasian,Some College,19.8,19,No,Very High,No,No,No,No,1.8,4.0,A
730,1731,17,Female,Caucasian,High School,2.6,9,No,High,No,Yes,No,No,2.6,2.0,D
731,1732,15,Male,Caucasian,Some College,15.9,27,No,Moderate,No,Yes,No,No,1.1,4.0,A
732,1733,15,Male,Asian,Bachelor's,7.9,23,No,Moderate,Yes,Yes,No,Yes,1.1,4.0,A
733,1734,18,Female,African American,Some College,9.8,19,No,Moderate,No,No,Yes,Yes,1.0,4.0,A
734,1735,16,Female,African American,High School,17.6,10,Yes,Moderate,Yes,No,No,No,2.8,2.0,D
735,1736,17,Female,Caucasian,Some College,8.3,25,Yes,High,No,Yes,Yes,Yes,1.4,4.0,A
736,1737,18,Male,Other,Bachelor's,10.7,9,No,Very High,No,No,No,Yes,2.6,2.0,D
737,1738,15,Female,Asian,Some College,1.0,28,Yes,Moderate,Yes,No,Yes,No,0.6,4.0,A
738,1739,15,Female,Asian,Some College,0.0,22,No,Moderate,No,No,No,Yes,0.6,4.0,A
739,1740,18,Male,Asian,Some College,4.9,4,No,Low,No,No,No,No,2.3,3.0,B
740,1741,17,Female,Other,Some College,13.6,8,Yes,High,No,No,No,No,2.8,2.0,D
741,1742,16,Male,African American,None,2.4,19,No,High,Yes,Yes,No,No,1.7,4.0,A
742,1743,16,Female,Caucasian,Some College,2.3,18,Yes,High,Yes,No,No,No,1.7,4.0,A
743,1744,15,Male,African American,None,8.2,12,No,None,No,No,No,No,1.5,4.0,A
744,1745,17,Female,Asian,Some College,13.0,17,No,High,No,Yes,No,No,2.1,3.0,B
745,1746,16,Female,Asian,High School,14.2,16,No,Moderate,Yes,No,No,No,1.9,4.0,A
746,1747,17,Male,African American,Some College,3.6,26,No,High,Yes,Yes,No,Yes,0.9,4.0,A
747,1748,17,Male,Caucasian,High School,1.6,5,No,High,No,No,No,No,2.5,2.0,D
748,1749,15,Female,Caucasian,Some College,18.8,9,No,High,Yes,Yes,No,Yes,2.8,2.0,D
749,1750,16,Male,Other,Some College,5.2,1,Yes,Moderate,No,No,No,No,2.9,2.0,D
750,1751,18,Male,African American,High School,17.1,23,No,High,No,Yes,No,No,1.3,4.0,A
751,1752,15,Male,African American,High School,17.3,5,No,None,No,No,No,No,2.4,3.0,B
752,1753,16,Male,Caucasian,High School,15.5,27,No,High,No,No,Yes,No,0.9,4.0,A
753,1754,16,Female,Caucasian,Bachelor's,3.4,27,Yes,None,No,No,No,No,0.3,4.0,A
754,1755,16,Female,Asian,Some College,16.4,20,No,Moderate,Yes,Yes,No,No,1.8,4.0,A
755,1756,16,Male,African American,Some College,15.4,12,No,Low,No,No,No,No,2.0,4.0,A
756,1757,16,Male,Asian,High School,11.9,17,Yes,High,No,Yes,No,No,2.2,3.0,B
757,1758,17,Male,Caucasian,Some College,6.7,6,No,Moderate,No,No,No,Yes,2.6,2.0,D
758,1759,15,Male,African American,Bachelor's,5.3,1,No,High,Yes,No,No,No,3.4,1.0,F
759,1760,17,Female,Caucasian,Bachelor's,2.4,28,Yes,High,Yes,No,No,No,0.9,4.0,A
760,1761,18,Female,Asian,Some College,10.2,13,Yes,High,No,Yes,No,No,2.2,3.0,B
761,1762,16,Male,Caucasian,None,11.7,4,No,Low,No,Yes,No,No,2.4,3.0,B
762,1763,15,Male,Caucasian,High School,7.2,17,No,High,No,Yes,No,No,1.5,4.0,A
763,1764,16,Male,African American,None,9.5,10,Yes,Moderate,No,Yes,No,No,2.4,3.0,B
764,1765,15,Female,Other,High School,7.3,9,No,None,No,No,No,No,2.0,3.0,B
765,1766,17,Male,Caucasian,High School,12.8,10,Yes,Low,No,Yes,No,No,2.5,3.0,B
766,1767,15,Female,Asian,High School,18.0,26,No,Low,Yes,No,Yes,No,0.8,4.0,A
767,1768,18,Male,Caucasian,High School,3.3,1,No,None,No,Yes,No,No,2.7,2.0,D
768,1769,18,Female,Caucasian,Bachelor's,7.6,14,No,Moderate,No,No,No,No,1.7,4.0,A
769,1770,15,Male,Caucasian,Some College,2.8,6,Yes,None,No,Yes,No,No,2.6,2.0,D
770,1771,15,Female,Caucasian,Bachelor's,12.5,8,Yes,Moderate,Yes,No,No,No,2.7,2.0,D
771,1772,15,Male,African American,Some College,14.6,4,No,Low,No,No,No,No,2.5,3.0,B
772,1773,15,Male,Caucasian,High School,18.6,6,Yes,Low,No,No,Yes,No,2.9,2.0,D
773,1774,18,Male,Caucasian,Some College,5.6,19,No,Very High,Yes,No,No,No,1.6,4.0,A
774,1775,16,Female,Other,High School,19.0,1,No,Moderate,No,No,Yes,No,3.2,1.0,F
775,1776,15,Male,Caucasian,Some College,1.3,2,Yes,Low,No,Yes,No,No,3.1,1.0,F
776,1777,15,Female,Asian,High School,12.1,1,Yes,Moderate,No,Yes,Yes,Yes,3.5,1.0,F
777,1778,18,Female,Caucasian,Higher,1.1,20,Yes,Low,Yes,No,No,No,0.8,4.0,A
778,1779,18,Male,African American,High School,17.9,21,Yes,None,No,No,No,No,1.2,4.0,A
779,1780,17,Male,Caucasian,High School,10.6,22,No,None,Yes,No,No,No,0.8,4.0,A
780,1781,15,Male,Caucasian,Bachelor's,13.4,18,No,Very High,No,Yes,Yes,No,2.1,3.0,B
781,1782,17,Female,Caucasian,None,16.6,3,Yes,High,No,No,No,No,3.3,1.0,F
782,1783,18,Male,Caucasian,Some College,3.0,23,No,High,Yes,No,Yes,No,1.2,4.0,A
783,1784,18,Female,Caucasian,Some College,0.8,19,No,Very High,No,No,No,Yes,1.4,4.0,A
784,1785,16,Female,African American,Bachelor's,17.6,6,No,Very High,No,No,No,No,2.9,2.0,D
785,1786,15,Male,Asian,Higher,6.3,27,No,High,No,No,Yes,No,0.7,4.0,A
786,1787,17,Male,Asian,Higher,2.6,21,Yes,High,Yes,No,Yes,Yes,1.9,4.0,A
787,1788,18,Male,African American,None,9.4,6,No,Moderate,No,No,No,Yes,2.6,2.0,D
788,1789,18,Male,Caucasian,Bachelor's,12.0,16,Yes,Low,No,No,No,No,1.5,4.0,A
789,1790,17,Male,Caucasian,Some College,0.6,18,No,Moderate,No,No,Yes,No,1.2,4.0,A
790,1791,16,Male,Caucasian,Some College,5.5,21,No,Moderate,No,No,No,No,0.6,4.0,A
791,1792,18,Female,Caucasian,High School,0.7,15,No,Very High,No,No,No,No,1.4,4.0,A
792,1793,15,Female,African American,Some College,8.4,2,No,Moderate,No,No,Yes,No,3.3,1.0,F
793,1794,18,Female,African American,Higher,17.9,14,No,High,No,No,No,Yes,2.2,3.0,B
794,1795,15,Male,Caucasian,Bachelor's,19.7,13,No,Moderate,Yes,Yes,No,No,2.8,2.0,D
795,1796,17,Female,Caucasian,Some College,12.7,14,No,Low,No,No,No,No,1.7,4.0,A
796,1797,15,Female,Asian,None,3.2,13,No,Moderate,No,Yes,No,No,1.7,4.0,A
797,1798,17,Female,Asian,High School,18.1,6,No,Moderate,Yes,No,No,No,3.0,2.0,D
798,1799,15,Female,Caucasian,Bachelor's,10.3,24,No,Moderate,Yes,No,No,No,1.0,4.0,A
799,1800,17,Female,Other,Some College,3.1,2,No,Moderate,Yes,No,No,No,3.3,1.0,F
800,1801,15,Male,Other,Some College,18.4,29,No,Low,No,No,No,No,0.4,4.0,A
801,1802,16,Male,Caucasian,None,15.1,16,Yes,Moderate,Yes,No,No,No,2.0,4.0,A
802,1803,15,Female,Caucasian,Some College,14.6,9,No,High,Yes,Yes,No,No,2.9,2.0,D
803,1804,15,Female,African American,Some College,14.2,14,Yes,Moderate,No,Yes,No,No,2.4,3.0,B
804,1805,16,Female,Other,Bachelor's,4.0,28,Yes,Moderate,No,No,No,No,0.2,4.0,A
805,1806,18,Male,Asian,Some College,4.2,5,No,None,No,No,No,No,2.1,3.0,B
806,1807,18,Male,Caucasian,High School,13.8,27,Yes,Low,Yes,No,Yes,Yes,0.9,4.0,A
807,1808,15,Female,Caucasian,Some College,4.4,16,No,Moderate,No,No,No,Yes,1.4,4.0,A
808,1809,16,Male,African American,None,8.8,16,Yes,Moderate,No,Yes,No,No,1.9,4.0,A
809,1810,15,Male,African American,Higher,15.6,13,Yes,Moderate,No,No,No,No,1.9,4.0,A
810,1811,17,Female,Caucasian,High School,15.7,23,No,High,Yes,Yes,No,No,1.5,4.0,A
811,1812,17,Male,Asian,Some College,9.1,24,No,Low,No,No,Yes,No,0.8,4.0,A
812,1813,15,Male,African American,High School,15.8,17,No,None,Yes,No,No,No,1.8,4.0,A
813,1814,18,Female,Asian,Some College,16.8,24,No,Moderate,Yes,No,No,No,1.3,4.0,A
814,1815,18,Male,Asian,Some College,13.1,4,No,Moderate,No,No,No,No,2.5,3.0,B
815,1816,15,Male,Asian,Some College,4.6,28,No,Moderate,No,No,Yes,No,0.0,4.0,A
816,1817,15,Female,Caucasian,High School,5.5,7,No,High,No,No,No,No,2.2,3.0,B
817,1818,17,Male,African American,High School,6.3,6,No,High,Yes,No,No,No,3.0,1.0,F
818,1819,18,Male,Caucasian,High School,2.3,22,Yes,Low,Yes,No,No,No,1.1,4.0,A
819,1820,15,Female,African American,Some College,5.5,3,Yes,Very High,Yes,No,No,No,3.9,0.0,F
820,1821,17,Female,Caucasian,None,4.2,17,No,Low,No,No,Yes,No,1.5,4.0,A
821,1822,18,Female,African American,Some College,9.1,4,No,High,No,Yes,No,No,3.0,1.0,F
822,1823,16,Male,Caucasian,Bachelor's,18.2,15,No,High,No,Yes,No,No,2.1,3.0,B
823,1824,17,Female,Caucasian,Bachelor's,2.1,13,No,High,No,No,No,No,1.8,4.0,A
824,1825,18,Male,Caucasian,Some College,14.4,26,Yes,Low,Yes,No,No,Yes,1.1,4.0,A
825,1826,18,Female,Caucasian,Some College,13.7,26,No,Moderate,No,No,No,No,0.9,4.0,A
826,1827,17,Male,Asian,None,1.9,18,No,Moderate,No,Yes,No,Yes,1.2,4.0,A
827,1828,16,Female,Asian,Some College,18.5,13,Yes,Low,No,No,No,No,2.6,2.0,D
828,1829,17,Female,African American,Bachelor's,11.4,8,Yes,None,No,No,No,Yes,2.3,3.0,B
829,1830,18,Female,Caucasian,High School,7.3,5,No,Moderate,No,No,No,No,2.8,2.0,D
830,1831,15,Female,Caucasian,Some College,15.1,16,No,Moderate,No,Yes,No,No,1.9,4.0,A
831,1832,15,Male,Caucasian,Bachelor's,5.1,18,No,High,Yes,No,Yes,No,1.6,4.0,A
832,1833,17,Female,Caucasian,Bachelor's,13.9,11,No,Low,No,No,Yes,No,1.7,4.0,A
833,1834,18,Female,Asian,High School,0.8,3,Yes,High,Yes,No,No,No,2.9,2.0,D
834,1835,15,Male,Caucasian,Some College,16.8,15,No,Low,No,No,No,No,1.9,4.0,A
835,1836,18,Female,Caucasian,High School,9.0,24,No,High,Yes,Yes,No,No,1.4,4.0,A
836,1837,17,Male,Caucasian,High School,12.7,10,Yes,Moderate,No,No,No,No,2.6,2.0,D
837,1838,15,Female,Caucasian,Bachelor's,4.4,21,Yes,Moderate,Yes,Yes,Yes,Yes,1.9,4.0,A
838,1839,18,Female,African American,Bachelor's,13.5,3,Yes,High,Yes,No,No,Yes,3.3,1.0,F
839,1840,15,Female,African American,Some College,15.4,16,No,Low,No,No,No,No,1.4,4.0,A
840,1841,17,Male,Caucasian,None,9.5,7,No,Low,No,Yes,No,No,2.4,3.0,B
841,1842,18,Female,Caucasian,Bachelor's,12.4,13,No,Moderate,No,No,Yes,No,1.8,4.0,A
842,1843,15,Female,Caucasian,Some College,9.1,26,No,Low,Yes,No,Yes,No,0.5,4.0,A
843,1844,17,Female,Caucasian,High School,17.9,1,No,Moderate,No,No,No,No,3.0,1.0,F
844,1845,15,Male,Caucasian,Some College,10.0,10,No,Low,No,Yes,No,Yes,1.8,4.0,A
845,1846,15,Male,Other,None,16.8,10,No,High,No,No,No,No,2.3,3.0,B
846,1847,16,Female,African American,Some College,16.0,23,Yes,High,Yes,Yes,No,Yes,1.8,4.0,A
847,1848,16,Male,African American,Some College,8.2,21,No,None,Yes,No,Yes,No,1.4,4.0,A
