brand,perfume,type,category,target_audience,longevity
Yves saint laurent,L'homme edp,EDP,Woody Spicy,Male,Strong
Yves saint laurent,L'homme parfum intense edp,EDP,Woody Spicy,Male,Strong
Yves saint laurent,L'homme ultime edp,EDP,Woody Spicy,Male,Strong
Yves saint laurent,L'homme le parfum,Parfum,Woody Spicy,Male,Strong
Yves saint laurent,La nuit de l'homme edp,EDP,Woody Spicy,Male,Strong
Yves saint laurent,La nuit de l'homme parfum,Parfum,Woody Spicy,Male,Strong
Yves saint laurent,La nuit de l'homme l'intense edp,EDP,Woody Spicy,Male,Strong
Dolce & gabbana,The one edp,EDP,Amber Floral,Female,Medium
Dolce & gabbana,The one edp intense,EDP,Amber Floral,Female,Strong
Dolce & gabbana,The only one edp,EDP,Floriental,Female,Medium
Dolce & gabbana,The only one 2 edp,EDP,Floriental,Female,Medium
Dolce & gabbana,Devotion edp,EDP,Floriental,Female,Strong
Dolce & gabbana,Devotion edp intense,EDP,Floriental,Female,Strong
Dolce & gabbana,Light blue edt,EDT,Fruity Floral,Female,Medium
Dolce & gabbana,Light blue edp,EDP,Fruity Floral,Female,Medium
Dolce & gabbana,Light blue eau intense edp,EDP,Fruity Floral,Female,Strong
Dolce & gabbana,Light blue forever edp,EDP,Fruity Floral,Female,Strong
Dolce & gabbana,Pour homme edt,EDT,Woody Aromatic,Male,Strong
Dolce & gabbana,Pour homme intenso edp,EDP,Woody Aromatic,Male,Strong
Dolce & gabbana,The one for men edp,EDP,Amber Spicy,Male,Medium
Dolce & gabbana,The one for men edp intense,EDP,Amber Spicy,Male,Strong
Dolce & gabbana,The one for men parfum,Parfum,Amber Spicy,Male,Strong
Dolce & gabbana,K by dolce&gabbana edp,EDP,Woody Spicy,Male,Medium
Dolce & gabbana,K by dolce&gabbana intenso edp,EDP,Woody Spicy,Male,Strong
Dolce & gabbana,Light blue pour homme edt,EDT,Fruity Aromatic,Male,Medium
Dolce & gabbana,Light blue intense pour homme edp,EDP,Fruity Aromatic,Male,Strong
Azzaro,Chrome edt,EDT,Aromatic Fougere,Unisex,Medium
Azzaro,Chrome intense edt,EDT,Aromatic Fougere,Unisex,Medium
Azzaro,Chrome aqua edt,EDT,Aromatic Fougere,Unisex,Medium
Azzaro,Chrome extreme edt,EDT,Aromatic Fougere,Unisex,Medium
Azzaro,Chrome azure edt,EDT,Aromatic Fougere,Unisex,Medium
Azzaro,Chrome legend edt,EDT,Aromatic Fougere,Unisex,Medium
Azzaro,Chrome sport edt,EDT,Aromatic Fougere,Unisex,Medium
Azzaro,Chrome pure edt,EDT,Aromatic Fougere,Unisex,Medium
Azzaro,Chrome united edt,EDT,Aromatic Fougere,Unisex,Medium
Azzaro,Chrome pure sport edt,EDT,Aromatic Fougere,Unisex,Medium
Azzaro,Wanted edt,EDT,Woody Spicy,Male,Medium
Azzaro,Wanted by night edt,EDT,Woody Spicy,Male,Strong
Azzaro,Wanted eau de parfum edp,EDP,Woody Spicy,Male,Medium
Azzaro,Wanted freeride edt,EDT,Woody Spicy,Male,Medium
Azzaro,Wanted tonic edt,EDT,Citrus Aromatic,Male,Medium
Azzaro,The most wanted parfum,Parfum,Amber Spicy,Male,Strong
Azzaro,The most wanted intense edp,EDP,Amber Spicy,Male,Strong
Azzaro,The most wanted eau de parfum edp,EDP,Amber Spicy,Male,Strong
Azzaro,Forever wanted elixir edp,EDP,Amber Woody,Male,Strong
Azzaro,Pour homme edt,EDT,Woody Aromatic,Male,Medium
Azzaro,Pour homme intense edp,EDP,Woody Aromatic,Male,Strong
Azzaro,Pour homme edition noire edp,EDP,Woody Aromatic,Male,Strong
Azzaro,Pour elle edp,EDP,Floriental,Female,Medium
Azzaro,Pour elle l'eau tres belle edt,EDT,Floriental,Female,Medium
Azzaro,Pour elle l'eau tres florale edt,EDT,Floriental,Female,Medium
Azzaro,Mademoiselle edt,EDT,Floriental,Female,Medium
Azzaro,Mademoiselle l'eau tres belle edt,EDT,Floriental,Female,Medium
Azzaro,Mademoiselle l'eau tres florale edt,EDT,Floriental,Female,Medium
Azzaro,Hot pepper edt,EDT,Spicy,Female,Medium
Azzaro,Fun edt,EDT,Floriental,Female,Medium
Azzaro,Visit for men edt,EDT,Woody Spicy,Male,Medium
Azzaro,Visit for women edt,EDT,Floriental,Female,Medium
Azzaro,Decibel edt,EDT,Woody Spicy,Male,Medium
Azzaro,Elixir edp,EDP,Amber Spicy,Male,Strong
Al haramain,Detour noir,EDP,Amber Woody,Unisex,Strong
Al haramain,Detour eco,EDP,Woody Spicy,Unisex,Strong
Al haramain,Detour rouge,EDP,Amber Spicy,Unisex,Strong
Al haramain,Detour exclusif,EDP,Woody Spicy,Unisex,Strong
Al haramain,L'aventure,EDP,Citrus Woody,Male,Strong
Al haramain,L'aventure intense,EDP,Woody Spicy,Male,Strong
Al haramain,L'aventure blanche,EDP,Floral Woody,Female,Strong
Al haramain,L'aventure femme,EDP,Floriental,Female,Strong
Al haramain,L'aventure knight,EDP,Woody Aromatic,Male,Strong
Al haramain,L'aventure gold,EDP,Floriental,Female,Strong
Al haramain,Amber oud gold edition,EDP,Amber Floral,Unisex,Strong
Al haramain,Amber oud white edition,EDP,Floriental,Unisex,Medium
Al haramain,Amber oud carbon edition,EDP,Woody Aromatic,Unisex,Strong
Al haramain,Amber oud bleu edition,EDP,Woody Spicy,Unisex,Strong
Al haramain,Amber oud tobacco edition,EDP,Amber Spicy,Unisex,Strong
Al haramain,Amber oud ruby edition,EDP,Amber Floral,Unisex,Strong
Al haramain,Amber oud dubai night,EDP,Woody Spicy,Unisex,Medium
Al haramain,Amber oud aqua dubai,EDP,Woody Aquatic,Unisex,Medium
Al haramain,Amber oud gold edition extreme,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition intense,EDP,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition limited,EDP,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition exclusive,EDP,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme,EDP,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition royal,EDP,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition classic,EDP,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition prestige,EDP,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition signature,EDP,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition elite,EDP,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme intense,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme limited,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme exclusive,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme royal,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme classic,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme prestige,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme signature,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme elite,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme intense limited,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme intense exclusive,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme intense royal,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme intense classic,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme intense prestige,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme intense signature,Extrait de Parfum,Amber Floral,Unisex,Strong
Al haramain,Amber oud gold edition supreme intense elite,Extrait de Parfum,Amber Floral,Unisex,Strong
Creed,Aventus,EDP,Woody Fruity,Unisex,Strong
Creed,Aventus for her,EDP,Floriental,Female,Strong
Creed,Silver mountain water,EDP,Aromatic,Unisex,Medium
Creed,Green irish tweed,EDP,Fougere,Unisex,Medium
Creed,Millésime impérial,EDP,Fruity Floral,Unisex,Medium
Creed,Original vetiver,EDP,Woody Aromatic,Unisex,Medium
Creed,Original santal,EDP,Woody Spicy,Unisex,Medium
Creed,Bois du portugal,EDP,Woody,Unisex,Medium
Creed,Virgin island water,EDP,Tropical,Unisex,Medium
Creed,Tabarome,EDP,Spicy Woody,Unisex,Medium
Creed,Himalaya,EDP,Aromatic,Unisex,Medium
Creed,Viking,EDP,Spicy Woody,Unisex,Medium
Creed,Viking cologne,EDP,Spicy Woody,Unisex,Medium
Creed,Love in white,EDP,Floriental,Female,Medium
Creed,Wind flowers,EDP,Floriental,Female,Medium
Creed,Spring flower,EDP,Floriental,Female,Medium
Creed,Carmina,EDP,Floriental,Female,Medium
Creed,Queen of silk,EDP,Floriental,Female,Medium
Creed,Eladaria,EDP,Floriental,Female,Medium
Creed,Absolu aventus,EDP,Woody Fruity,Unisex,Strong
Creed,Royal mayfair,EDP,Woody Floral,Unisex,Medium
Creed,Delphinus,EDP,Amber Floral,Unisex,Medium
Creed,Centaurus,EDP,Amber Spicy,Unisex,Medium
Creed,Oud zarian,EDP,Woody Oriental,Unisex,Medium
Versace,Eros parfum,EDP,Woody Aromatic,Male,Strong
Versace,Eros flame,EDP,Woody Spicy,Male,Medium
Versace,Eros energy,EDP,Citrus Aromatic,Male,Medium
Versace,Dylan blue pour homme,EDT,Woody Aquatic,Male,Medium
Versace,Man eau fraiche,EDT,Woody Aquatic,Male,Light
Versace,Pour homme,EDT,Citrus Aromatic,Male,Light
Versace,Crystal noir,EDT,Amber Floral,Female,Medium
Versace,Bright crystal,EDP,Floriental,Female,Medium
Versace,Yellow diamond,EDP,Floriental,Female,Medium
Versace,Red jeans,EDT,Floriental,Female,Light
Versace,Vanitas,EDP,Floriental,Female,Medium
Versace,L'homme,EDT,Woody Floral,Male,Medium
Versace,Pour homme oud noir,EDP,Woody Oriental,Male,Medium
Versace,Versense,EDT,Green Floral,Female,Medium
Versace,Atelier cedrat de diamante,EDP,Citrus Woody,Unisex,Medium
Versace,Atelier eclat de rose,EDP,Floral,Unisex,Medium
Versace,Atelier encens supreme,EDP,Incense Woody,Unisex,Medium
Versace,Atelier santal boisé,EDP,Sandalwood,Unisex,Medium
Carolina herrera,Good girl,EDP,Floriental,Female,Medium
Carolina herrera,Good girl blush,EDP,Floriental,Female,Medium
Carolina herrera,Good girl supreme,EDP,Floriental,Female,Medium
Carolina herrera,Very good girl,EDP,Floriental,Female,Medium
Carolina herrera,Very good girl elixir,EDP,Floriental,Female,Medium
Carolina herrera,212 vip,EDP,Woody Spicy,Female,Medium
Carolina herrera,212 vip black,EDP,Amber Spicy,Female,Medium
Carolina herrera,212 heroes,EDT,Woody,Female,Light
Carolina herrera,212 sexy,EDT,Floriental,Female,Light
Carolina herrera,212 men,EDT,Woody Spicy,Male,Medium
Carolina herrera,212 men nyc,EDT,Woody Spicy,Male,Medium
Carolina herrera,212 vip men,EDT,Woody Spicy,Male,Medium
Carolina herrera,212 vip black elixir,EDP,Amber Spicy,Male,Medium
Carolina herrera,Bad boy,EDP,Woody Spicy,Male,Medium
Carolina herrera,Bad boy le parfum,EDP,Woody Spicy,Male,Medium
Carolina herrera,Bad boy cobalt,EDP,Woody Spicy,Male,Medium
Carolina herrera,Amber desire,EDP,Amber,Female,Medium
Carolina herrera,Neroli bohème,EDP,Floriental,Female,Medium
Carolina herrera,Confidential oud couture,EDP,Woody,Female,Medium
Hugo boss,Boss bottled edt,EDT,Woody Spicy,Male,Medium
Hugo boss,Boss bottled edp,EDP,Woody Spicy,Male,Strong
Hugo boss,Boss bottled infinite,EDP,Woody Aromatic,Male,Medium
Hugo boss,Boss bottled tonic,EDT,Citrus Aromatic,Male,Light
Hugo boss,Boss the scent edt,EDT,Spicy Oriental,Male,Medium
Hugo boss,Boss the scent intense edp,EDP,Spicy Oriental,Male,Strong
Hugo boss,Hugo man edt,EDT,Green Aromatic,Male,Light
Hugo boss,Hugo just different edt,EDT,Woody Aromatic,Male,Light
Hugo boss,Boss bottled night edt,EDT,Woody Aromatic,Male,Light
Hugo boss,Boss ma vie edp,EDP,Floriental,Female,Medium
Hugo boss,Boss femme edp,EDP,Floriental,Female,Medium
Hugo boss,Boss the scent for her edp,EDP,Floriental,Female,Medium
Hugo boss,Boss the scent le parfum edp,EDP,Floriental,Female,Medium
Hugo boss,Boss bottled oud,EDP,Woody Oriental,Male,Medium
Hugo boss,Boss bottled elixir,EDP,Woody Spicy,Male,Medium
Hugo boss,Boss the scent le parfum,EDP,Oriental Woody,Male,Medium
Hugo boss,Boss the scent absolute,EDP,Oriental Woody,Male,Medium
Hugo boss,Hugo energise,EDT,Woody Aquatic,Male,Light
Hugo boss,Hugo just different,EDT,Aromatic Green,Male,Light
Hugo boss,Boss soul,EDT,Oriental Woody,Male,Medium
Hugo boss,Boss selection,EDT,Woody Aromatic,Male,Medium
Hugo boss,Boss bottled sport,EDT,Woody Aromatic,Male,Light
Hugo boss,Boss bottled unlimited,EDT,Citrus Aromatic,Male,Light
Hugo boss,Boss bottled night,EDT,Woody Aromatic,Male,Light
Hugo boss,Boss ma vie l'eau,EDT,Floral Fruity,Female,Light
Hugo boss,Boss femme,EDP,Floral Fruity,Female,Medium
Hugo boss,Boss nuit pour femme,EDP,Floral Fruity,Female,Medium
Hugo boss,Boss orange,EDP,Floral Fruity,Female,Medium
Hugo boss,Boss the scent for her,EDP,Floral Fruity,Female,Medium
Hugo boss,Boss the scent magnetic,EDP,Floral Fruity,Female,Medium
Hugo boss,Boss alive,EDP,Floral Fruity,Female,Medium
Hugo boss,Boss the scent private accord,EDP,Floral Fruity,Female,Medium
Hugo boss,Hugo reversed,EDT,Woody Aromatic,Male,Light
Hermès,Terre d'hermès edt,EDT,Woody Citrus,Male,Medium
Hermès,Terre d'hermès edp,EDP,Woody Citrus,Male,Strong
Hermès,Terre d'hermès eau très fraîche,EDT,Woody Citrus,Male,Light
Hermès,Terre d'hermès eau givrée,EDT,Woody Citrus,Male,Light
Hermès,H24 edt,EDT,Aromatic Green,Male,Medium
Hermès,H24 herbes vives edp,EDP,Aromatic Fougere,Male,Medium
Hermès,Un jardin sur le nil edt,EDT,Green Fruity,Unisex,Light
Hermès,Un jardin sur le toit edt,EDT,Green Fruity,Unisex,Light
Hermès,Un jardin méditerranéen edt,EDT,Green Fruity,Unisex,Light
Hermès,Un jardin d'amalfi edt,EDT,Green Fruity,Unisex,Light
Hermès,Un jardin en méditerranée edt,EDT,Green Fruity,Unisex,Light
Hermès,24 faubourg edp,EDP,Floriental,Female,Medium
Hermès,24 faubourg edt,EDT,Floriental,Female,Light
Hermès,Calèche edp,EDP,Floriental,Female,Medium
Hermès,Calèche edt,EDT,Floriental,Female,Light
Hermès,Elixir des merveilles edp,EDP,Amber Woody,Female,Medium
Hermès,Elixir des merveilles bleue edp,EDP,Amber Woody,Female,Medium
Hermès,Barénia edp,EDP,Chypre Fruity,Female,Medium
Hermès,Barénia eau de parfum intense,EDP,Chypre Fruity,Female,Medium
Hermès,Barénia eau de parfum,EDP,Chypre Fruity,Female,Medium
Hermès,Hermessence collection edp,EDP,Woody Floral,Unisex,Medium
Hermès,Oud alezan edp,EDP,Woody Floral,Unisex,Medium
Hermès,Épice marine edp,EDP,Woody Floral,Unisex,Medium
Hermès,Ambre narguilé edp,EDP,Amber Woody,Unisex,Medium
Hermès,Poivre samarcande edp,EDP,Spicy Woody,Unisex,Medium
Hermès,Vanille galante edp,EDP,Floriental,Unisex,Medium
Hermès,Brin de réglisse edp,EDP,Woody Floral,Unisex,Medium
Tom ford,Black orchid edp,EDP,Oriental Floral,Unisex,Strong
Tom ford,Black orchid edt,EDT,Oriental Floral,Unisex,Medium
Tom ford,Tobacco vanille edp,EDP,Oriental Spicy,Unisex,Strong
Tom ford,Lost cherry edp,EDP,Oriental Fruity,Unisex,Strong
Tom ford,Velvet orchid edp,EDP,Floriental,Female,Medium
Tom ford,Fucking fabulous edp,EDP,Oriental Fougere,Unisex,Strong
Tom ford,Oud wood edp,EDP,Woody Oriental,Unisex,Strong
Tom ford,Noir de noir edp,EDP,Oriental Floral,Unisex,Medium
Tom ford,White patchouli edp,EDP,Chypre Floral,Female,Medium
Tom ford,Black orchid parfum,Parfum,Oriental Floral,Unisex,Strong
Tom ford,Neroli portofino edt,EDT,Citrus Aromatic,Unisex,Light
Tom ford,Private blend oud fleur edp,EDP,Woody Floral,Unisex,Strong
Tom ford,Fuckin’ fabulous edp,EDP,Oriental Spicy,Unisex,Strong
Parfums de marly,Delina edp,EDP,Floriental,Female,Strong
Parfums de marly,Delina exclusif edp,EDP,Amber Floral,Female,Strong
Parfums de marly,Delina la rosée edp,EDP,Floriental,Female,Medium
Parfums de marly,Valaya edp,EDP,Floral Musky Woody,Female,Strong
Parfums de marly,Valaya exclusif edp,EDP,Floral Musky Woody,Female,Strong
Parfums de marly,Castley edp,EDP,Woody Floral,Female,Strong
Parfums de marly,Palatine edp,EDP,Woody Fruity,Female,Medium
Parfums de marly,Althaïr edp,EDP,Woody Floral,Unisex,Strong
Parfums de marly,Haltane edp,EDP,Woody Spicy,Unisex,Strong
Parfums de marly,Layton edp,EDP,Amber Spicy,Unisex,Strong
Parfums de marly,Layton exclusif edp,EDP,Amber Spicy,Unisex,Strong
Parfums de marly,Greenley edp,EDP,Fruity Woody,Unisex,Medium
Parfums de marly,Perseus edp,EDP,Aromatic Woody,Unisex,Strong
Parfums de marly,Godolphin edp,EDP,Woody Leather Chypre,Unisex,Strong
Parfums de marly,Darley edp,EDP,Amber Fougère,Unisex,Strong
Parfums de marly,Habdan edp,EDP,Woody Floral,Unisex,Strong
Parfums de marly,Oajan edp,EDP,Amber Spicy,Unisex,Strong
Giorgio armani,Stronger with you edt,EDT,Oriental Fougere,Male,Medium
Giorgio armani,Stronger with you intensely edp,EDP,Oriental Spicy,Male,Strong
Giorgio armani,Stronger with you absolutely edp,EDP,Amber Woody,Male,Strong
Giorgio armani,Stronger with you leather edp,EDP,Leather,Male,Strong
Giorgio armani,Stronger with you oud edp,EDP,Woody Oriental,Male,Strong
Giorgio armani,Stronger with you only edp,EDP,Floriental,Male,Medium
Giorgio armani,Stronger with you freeze edp,EDP,Aromatic Aquatic,Male,Medium
Giorgio armani,Stronger with you amber edp,EDP,Amber Spicy,Male,Strong
Giorgio armani,Stronger with you parfum,Parfum,Amber Spicy,Male,Strong
Giorgio armani,Stronger with you tobacco edp,EDP,Amber Spicy,Male,Strong
Giorgio armani,Because it's you edp,EDP,Floriental,Female,Medium
Giorgio armani,Because it's you intensely edp,EDP,Floriental Fruity,Female,Strong
Giorgio armani,Armani code edt,EDT,Oriental Spicy,Male,Medium
Giorgio armani,Armani code profumo edp,EDP,Oriental Spicy,Male,Strong
Giorgio armani,Armani code absolu edp,EDP,Oriental Spicy,Male,Strong
Giorgio armani,Armani code parfum,Parfum,Oriental Spicy,Male,Strong
Giorgio armani,Acqua di giò edt,EDT,Aquatic Aromatic,Male,Medium
Giorgio armani,Acqua di giò profondo edp,EDP,Aquatic Aromatic,Male,Strong
Giorgio armani,Acqua di giò absolu edp,EDP,Woody Aquatic,Male,Strong
Giorgio armani,Acqua di giò elixir edp,EDP,Aquatic Aromatic,Male,Strong
Giorgio armani,Si edp,EDP,Chypre Fruity,Female,Strong
Giorgio armani,Si passione edp,EDP,Floriental Fruity,Female,Strong
Giorgio armani,Si fiori edp,EDP,Floriental Fruity,Female,Medium
Giorgio armani,Si intense edp,EDP,Chypre Fruity,Female,Strong
Giorgio armani,My way edp,EDP,Floriental,Female,Medium
Giorgio armani,My way intense edp,EDP,Floriental,Female,Strong
Giorgio armani,My way parfum,Parfum,Floriental,Female,Strong
Giorgio armani,My way nectar edp,EDP,Floriental,Female,Strong
Giorgio armani,Acqua di giòia edp,EDP,Aquatic Floral,Female,Medium
Giorgio armani,Acqua di giòia essenza edp,EDP,Aquatic Floral,Female,Strong
Valentino,Donna born in roma edp,EDP,Floral Woody,Female,Medium
Valentino,Donna born in roma intense edp,EDP,Amber Floral,Female,Strong
Valentino,Donna born in roma coral fantasy edp,EDP,Fruity Floral,Female,Medium
Valentino,Donna born in roma green stravaganza edp,EDP,Green Floral,Female,Medium
Valentino,Valentina edp,EDP,Floriental,Female,Medium
Valentino,Valentina assoluto edp,EDP,Floriental,Female,Strong
Valentino,Valentina pink edp,EDP,Floral Fruity,Female,Medium
Valentino,Valentina oud mystique edp,EDP,Woody Oriental,Female,Strong
Valentino,Valentino uomo edt,EDT,Woody Spicy,Male,Medium
Valentino,Valentino uomo intense edp,EDP,Woody Spicy,Male,Strong
Valentino,Valentino uomo noir absolu edp,EDP,Woody Aromatic,Male,Strong
Valentino,Valentino uomo born in roma edp,EDP,Amber Woody,Male,Strong
Louis vuitton,Imagination,EDP,Woody Aromatic,Unisex,Strong
Louis vuitton,L'immensité,EDP,Aromatic Fougere,Male,Strong
Louis vuitton,Afternoon swim,EDP,Citrus Aromatic,Unisex,Medium
Louis vuitton,Attrape-rêves,EDP,Floriental,Female,Medium
Louis vuitton,Heures d'absence,EDP,Floriental,Female,Medium
Louis vuitton,Le jour se lève,EDP,Floriental,Female,Medium
Louis vuitton,Rose des vents,EDP,Floriental,Female,Medium
Louis vuitton,Cœur battant,EDP,Floriental,Female,Medium
Louis vuitton,Matière noire,EDP,Woody Floral,Unisex,Strong
Louis vuitton,Spell on you,EDP,Floriental,Female,Medium
Louis vuitton,Pacific chill,EDP,Citrus Aromatic,Unisex,Medium
Louis vuitton,California dream,EDP,Citrus Aromatic,Unisex,Medium
Louis vuitton,City of stars,EDP,Citrus Aromatic,Unisex,Medium
Louis vuitton,Apogée,EDP,Floriental,Female,Medium
Louis vuitton,Au hasard,EDP,Woody Spicy,Unisex,Strong
Louis vuitton,Cactus garden,EDP,Aromatic,Unisex,Medium
Louis vuitton,Contre moi,EDP,Floriental,Female,Medium
Louis vuitton,On the beach,EDP,Citrus Aromatic,Unisex,Medium
Louis vuitton,Les sables roses,EDP,Floriental,Unisex,Medium
Louis vuitton,Ombre nomade,EDP,Oud,Unisex,Strong
Louis vuitton,Symphony,Extrait,Floriental,Unisex,Strong
Louis vuitton,Dancing blossom,Extrait,Floriental,Unisex,Strong
Louis vuitton,Myriad,Extrait,Floriental,Unisex,Strong
Louis vuitton,Rhapsody,Extrait,Floriental,Unisex,Strong
Prada,Paradoxe eau de parfum,EDP,Floriental,Female,Medium
Prada,Paradoxe intense eau de parfum,EDP,Amber Floral,Female,Strong
Prada,Paradoxe virtual flower eau de parfum,EDP,Floral Fruity,Female,Medium
Prada,Paradoxe radical essence parfum,Parfum,Amber Woody,Female,Strong
Prada,Luna rossa eau de parfum,EDP,Aromatic Fougere,Male,Medium
Prada,Luna rossa ocean eau de parfum,EDP,Aquatic Aromatic,Male,Medium
Prada,Luna rossa carbon eau de parfum,EDP,Woody Aromatic,Male,Medium
Prada,Luna rossa extreme eau de parfum,EDP,Woody Spicy,Male,Strong
Prada,Luna rossa sport eau de parfum,EDP,Aromatic Aquatic,Male,Medium
Prada,Luna rossa black eau de parfum,EDP,Woody Aromatic,Male,Strong
Prada,Luna rossa ocean eau de toilette,EDT,Aquatic Aromatic,Male,Light
Prada,Les infusions de mandarine eau de parfum,EDP,Citrus Aromatic,Unisex,Medium
Prada,Les infusions de vetiver eau de parfum,EDP,Woody Aromatic,Unisex,Medium
Prada,Les infusions de iris eau de parfum,EDP,Floriental,Unisex,Medium
Prada,Les infusions de rose eau de parfum,EDP,Floriental,Unisex,Medium
Prada,Les infusions de vanille eau de parfum,EDP,Amber Vanilla,Unisex,Medium
Prada,Les infusions de cèdre eau de parfum,EDP,Woody Spicy,Unisex,Medium
Prada,Les infusions de gingembre eau de parfum,EDP,Citrus Aromatic,Unisex,Medium
Prada,Les infusions de rhubarbe eau de parfum,EDP,Floral Fruity,Unisex,Medium
Prada,Les infusions de figue eau de parfum,EDP,Woody Fruity,Unisex,Medium
Prada,Prada candy eau de parfum,EDP,Gourmand,Female,Medium
Prada,Prada candy night eau de parfum,EDP,Gourmand,Female,Medium
Prada,Prada candy florale eau de parfum,EDP,Gourmand Floral,Female,Medium
Prada,Prada candy kiss eau de parfum,EDP,Gourmand Floral,Female,Medium
Prada,Prada candy gloss eau de parfum,EDP,Gourmand Fruity,Female,Medium
Prada,Prada candy l'eau eau de parfum,EDP,Gourmand Floral,Female,Medium
Prada,Prada candy sugar pop eau de parfum,EDP,Gourmand Fruity,Female,Medium
Victoria's secret,Tease eau de parfum,EDP,Floriental,Female,Medium
Victoria's secret,Tease rebel eau de parfum,EDP,Floriental,Female,Medium
Victoria's secret,Love spell eau de toilette,EDT,Floral Fruity,Female,Light
Victoria's secret,Very sexy eau de parfum,EDP,Oriental Floral,Female,Medium
Victoria's secret,Very sexy now eau de parfum,EDP,Floriental,Female,Medium
Victoria's secret,Bombshell eau de parfum,EDP,Floriental Fruity,Female,Medium
Victoria's secret,Bombshell intense eau de parfum,EDP,Floriental Fruity,Female,Medium
Victoria's secret,Heavenly eau de parfum,EDP,Floriental,Female,Medium
Victoria's secret,Scandalous eau de parfum,EDP,Amber Floral,Female,Medium
Victoria's secret,Victoria eau de parfum,EDP,Floriental,Female,Medium
Victoria's secret,Love eau de parfum,EDP,Floriental Fruity,Female,Medium
Victoria's secret,Angelic eau de parfum,EDP,Floriental,Female,Medium
Victoria's secret,Very sexy angel eau de parfum,EDP,Floriental,Female,Medium
Victoria's secret,Love addict eau de parfum,EDP,Floriental Fruity,Female,Medium
Victoria's secret,Velvet petals eau de parfum,EDP,Floriental,Female,Medium
Victoria's secret,Secret charm eau de parfum,EDP,Floriental Fruity,Female,Medium
Victoria's secret,Love me eau de parfum,EDP,Floriental,Female,Medium
Victoria's secret,Fantasy eau de parfum,EDP,Floriental Fruity,Female,Medium
Victoria's secret,Midnight fantasy eau de parfum,EDP,Floriental Fruity,Female,Medium
Victoria's secret,Love by victoria eau de parfum,EDP,Floriental Fruity,Female,Medium
Victoria's secret,Bombshell seduction eau de parfum,EDP,Floriental Fruity,Female,Medium
Victoria's secret,Love spell eau de parfum,EDP,Floriental Fruity,Female,Medium
Guerlain,Shalimar eau de parfum,EDP,Oriental,Female,Strong
Guerlain,Shalimar souffle de parfum,EDP,Floriental,Female,Medium
Guerlain,Shalimar parfum initial eau de parfum,EDP,Floriental,Female,Medium
Guerlain,Shalimar cologne,EDT,Citrus,Female,Light
Guerlain,Mon guerlain eau de parfum,EDP,Amber Floral,Female,Medium
Guerlain,Mon guerlain bloom of rose eau de parfum,EDP,Floriental,Female,Medium
Guerlain,Mon guerlain intense eau de parfum,EDP,Amber Floral,Female,Medium
Guerlain,La petite robe noire eau de parfum,EDP,Floriental Fruity,Female,Medium
Guerlain,La petite robe noire intense eau de parfum,EDP,Floriental Fruity,Female,Medium
Guerlain,La petite robe noire black perfecto eau de parfum,EDP,Floriental,Female,Medium
Guerlain,L'instant de guerlain eau de parfum,EDP,Floriental,Female,Medium
Guerlain,L'instant de guerlain eau de toilette,EDT,Floriental,Female,Light
Guerlain,Idylle eau de parfum,EDP,Floriental,Female,Medium
Guerlain,Idylle eau de toilette,EDT,Floriental,Female,Light
Diptyque,Philosykos eau de toilette,EDT,Woody Fruity,Unisex,Medium
Diptyque,Do son eau de toilette,EDT,Floral,Unisex,Medium
Diptyque,L'ombre dans l'eau eau de toilette,EDT,Floral Fruity,Unisex,Medium
Diptyque,Tubéreuse eau de toilette,EDT,Floral,Unisex,Medium
Diptyque,Eau rose eau de toilette,EDT,Floral,Unisex,Medium
Diptyque,Fleur de peau eau de parfum,EDP,Floriental,Unisex,Medium
